month,day,time,tou,contractKw,loadKw,pvKw,netP10Kw,netP50Kw,netP90Kw,deterministicGridKw,deterministicChargeKw,deterministicDischargeKw,deterministicSoc,robustGridKw,robustChargeKw,robustDischargeKw,robustSoc
4,21,13:15,off,500.0,133.76,49.03,-177.8,32.92,164.95,84.73,0.0,0.0,90.0,93.7,8.97,0.0,90.0
4,21,13:30,off,500.0,338.4,55.9,-61.43,77.58,244.62,282.5,0.0,0.0,90.0,282.5,0.0,0.0,90.0
4,21,13:45,off,500.0,157.96,86.5,-75.28,126.54,330.5,71.46,0.0,0.0,90.0,71.46,0.0,0.0,90.0
4,21,14:00,semi,450.0,158.56,57.53,-106.35,111.65,298.22,101.03,0.0,0.0,90.0,0.0,0.0,101.03,83.35
4,21,14:15,semi,450.0,158.96,29.85,-97.73,91.13,212.41,129.11,0.0,0.0,90.0,0.0,0.0,129.11,74.86
4,21,14:30,semi,450.0,143.28,18.22,-112.06,141.75,274.2,125.06,0.0,0.0,90.0,0.0,0.0,125.06,66.63
4,21,14:45,semi,450.0,143.84,12.65,-118.0,105.35,243.83,131.19,0.0,0.0,90.0,45.79,0.0,85.4,61.01
4,21,15:00,semi,450.0,161.28,11.22,-73.04,139.2,397.69,150.06,0.0,0.0,90.0,150.06,0.0,0.0,61.01
4,21,15:15,semi,450.0,163.16,13.46,-61.01,149.27,274.57,149.7,0.0,0.0,90.0,149.7,0.0,0.0,61.01
4,21,15:30,semi,450.0,244.8,16.18,-41.28,179.64,368.2,228.62,0.0,0.0,90.0,228.62,0.0,0.0,61.01
4,21,15:45,semi,450.0,180.44,19.18,-59.81,183.17,382.87,161.26,0.0,0.0,90.0,161.26,0.0,0.0,61.01
4,21,16:00,semi,450.0,151.36,16.46,-38.72,189.32,381.82,134.9,0.0,0.0,90.0,134.9,0.0,0.0,61.01
4,21,16:15,semi,450.0,148.76,8.5,-22.11,238.87,421.44,140.26,0.0,0.0,90.0,140.26,0.0,0.0,61.01
4,21,16:30,semi,450.0,134.8,2.79,-15.61,209.57,462.98,132.01,0.0,0.0,90.0,119.04,0.0,12.98,60.16
4,21,16:45,semi,450.0,143.84,2.79,-11.09,240.51,411.67,141.05,0.0,0.0,90.0,141.05,0.0,0.0,60.16
4,21,17:00,semi,450.0,123.84,3.6,-4.92,218.23,455.9,120.24,0.0,0.0,90.0,120.12,0.0,0.11,60.15
4,21,17:15,semi,450.0,17.44,4.49,0.02,206.27,424.72,12.95,0.0,0.0,90.0,12.95,0.0,0.0,60.15
4,21,17:30,semi,450.0,15.84,1.02,3.38,170.03,447.7,14.82,0.0,0.0,90.0,14.82,0.0,0.0,60.15
4,21,17:45,semi,450.0,15.84,0.0,9.71,113.41,221.42,15.84,0.0,0.0,90.0,15.84,0.0,0.0,60.15
4,21,18:00,semi,450.0,15.68,0.0,8.27,115.02,181.56,15.68,0.0,0.0,90.0,15.68,0.0,0.0,60.15
4,21,18:15,semi,450.0,14.96,0.0,8.69,136.14,251.58,14.96,0.0,0.0,90.0,14.96,0.0,0.0,60.15
4,21,18:30,semi,450.0,14.96,0.0,10.19,161.86,266.74,14.96,0.0,0.0,90.0,14.96,0.0,0.0,60.15
4,21,18:45,semi,450.0,15.28,0.0,12.2,141.12,234.04,15.28,0.0,0.0,90.0,15.28,0.0,0.0,60.15
4,21,19:00,semi,450.0,15.56,0.0,12.34,149.4,268.49,15.56,0.0,0.0,90.0,15.56,0.0,0.0,60.15
4,21,19:15,semi,450.0,15.84,0.0,12.21,160.84,261.04,15.84,0.0,0.0,90.0,15.84,0.0,0.0,60.15
4,21,19:30,semi,450.0,15.68,0.0,12.34,146.44,245.1,15.68,0.0,0.0,90.0,15.68,0.0,0.0,60.15
4,21,19:45,semi,450.0,19.6,0.0,12.33,152.94,252.23,19.6,0.0,0.0,90.0,19.6,0.0,0.0,60.15
4,21,20:00,semi,450.0,17.56,0.0,12.59,142.78,274.99,0.0,0.0,17.56,88.84,17.56,0.0,0.0,60.15
4,21,20:15,semi,450.0,15.56,0.0,12.46,154.8,249.52,0.0,0.0,15.56,87.82,15.56,0.0,0.0,60.15
4,21,20:30,semi,450.0,15.84,0.0,12.38,149.56,303.46,0.0,0.0,15.84,86.78,15.84,0.0,0.0,60.15
4,21,20:45,semi,450.0,15.68,0.0,12.46,96.32,237.33,0.0,0.0,15.68,85.75,15.68,0.0,0.0,60.15
4,21,21:00,semi,450.0,15.56,0.0,12.61,67.32,194.36,0.0,0.0,15.56,84.72,15.56,0.0,0.0,60.15
4,21,21:15,semi,450.0,15.68,0.0,12.64,20.46,133.87,0.0,0.0,15.68,83.69,15.68,0.0,0.0,60.15
4,21,21:30,semi,450.0,15.68,0.0,12.73,15.98,60.39,0.0,0.0,15.68,82.66,15.68,0.0,0.0,60.15
4,21,21:45,semi,450.0,15.84,0.0,12.49,15.84,59.98,0.0,0.0,15.84,81.62,15.84,0.0,0.0,60.15
4,21,22:00,semi,450.0,14.12,0.0,13.12,16.12,54.02,0.0,0.0,14.12,80.69,14.12,0.0,0.0,60.15
4,21,22:15,semi,450.0,12.68,0.0,12.73,15.34,48.2,0.0,0.0,12.68,79.86,12.68,0.0,0.0,60.15
4,21,22:30,semi,450.0,12.24,0.0,12.39,14.76,26.13,0.0,0.0,12.24,79.05,12.24,0.0,0.0,60.15
4,21,22:45,semi,450.0,12.24,0.0,12.12,14.48,16.9,0.0,0.0,12.24,78.24,12.24,0.0,0.0,60.15
4,21,23:00,semi,450.0,12.08,0.0,11.24,14.34,16.69,0.0,0.0,12.08,77.45,12.08,0.0,0.0,60.15
4,21,23:15,semi,450.0,12.08,0.0,11.22,14.04,16.54,0.0,0.0,12.08,76.66,12.08,0.0,0.0,60.15
4,21,23:30,semi,450.0,11.96,0.0,10.74,14.24,16.64,0.0,0.0,11.96,75.87,11.96,0.0,0.0,60.15
4,21,23:45,semi,450.0,13.52,0.0,10.76,14.18,15.91,0.0,0.0,13.52,74.98,13.52,0.0,0.0,60.15
4,22,00:00,off,500.0,12.8,0.0,11.39,13.9,18.38,0.0,0.0,12.8,74.14,12.8,0.0,0.0,60.15
4,22,00:15,off,500.0,11.96,0.0,10.77,14.04,19.22,0.0,0.0,11.96,73.35,11.96,0.0,0.0,60.15
4,22,00:30,off,500.0,12.68,0.0,11.15,14.1,17.54,0.0,0.0,12.68,72.52,12.68,0.0,0.0,60.15
4,22,00:45,off,500.0,12.08,0.0,11.02,13.24,16.08,0.0,0.0,12.08,71.72,12.08,0.0,0.0,60.15
4,22,01:00,off,500.0,11.96,0.0,11.01,12.96,15.83,0.0,0.0,11.96,70.93,0.44,0.0,11.52,59.39
4,22,01:15,off,500.0,12.08,0.0,11.01,12.6,15.96,0.0,0.0,12.08,70.14,0.56,0.0,11.52,58.64
4,22,01:30,off,500.0,12.24,0.0,10.93,13.1,15.83,0.0,0.0,12.24,69.33,0.0,0.0,12.24,57.83
4,22,01:45,off,500.0,12.24,0.0,11.14,13.6,15.88,0.0,0.0,12.24,68.53,0.0,0.0,12.24,57.03
4,22,02:00,off,500.0,12.24,0.0,11.26,12.6,15.98,0.0,0.0,12.24,67.72,0.88,0.0,11.36,56.28
4,22,02:15,off,500.0,12.08,0.0,11.01,12.46,14.95,0.0,0.0,12.08,66.93,0.4,0.0,11.68,55.51
4,22,02:30,off,500.0,14.24,0.0,11.94,12.96,17.14,1.12,0.0,13.12,66.07,1.84,0.0,12.4,54.69
4,22,02:45,off,500.0,13.4,0.0,11.74,13.54,15.62,0.0,0.0,13.4,65.18,0.0,0.0,13.4,53.81
4,22,03:00,off,500.0,12.24,0.0,9.36,12.3,13.95,0.0,0.0,12.24,64.38,0.16,0.0,12.08,53.02
4,22,03:15,off,500.0,12.4,0.0,7.12,11.96,14.96,0.72,0.0,11.68,63.61,0.88,0.0,11.52,52.26
4,22,03:30,off,500.0,12.24,0.0,5.4,12.02,15.6,0.28,0.0,11.96,62.82,0.72,0.0,11.52,51.5
4,22,03:45,off,500.0,12.24,0.0,3.42,12.1,15.62,0.28,0.0,11.96,62.04,3.74,0.0,8.5,50.94
4,22,04:00,off,500.0,12.4,2.38,1.82,11.88,14.8,0.0,0.0,10.02,61.38,3.46,0.0,6.56,50.51
4,22,04:15,off,500.0,12.24,6.39,0.14,11.56,13.95,0.0,0.0,5.85,60.99,1.32,0.0,4.52,50.21
4,22,04:30,off,500.0,12.52,9.25,-5.65,10.73,13.68,0.0,0.0,3.27,60.78,3.27,0.0,0.0,50.21
4,22,04:45,off,500.0,14.4,12.78,-12.35,9.56,13.51,0.0,0.0,1.62,60.67,1.62,0.0,0.0,50.21
4,22,05:00,off,500.0,13.84,22.71,-16.44,5.32,13.4,0.0,0.0,0.0,60.67,0.0,0.0,0.0,50.21
4,22,05:15,off,500.0,12.4,23.66,-21.62,2.83,11.81,0.0,0.0,0.0,60.67,0.0,0.0,0.0,50.21
4,22,05:30,off,500.0,12.24,26.72,-25.85,-1.56,10.92,0.0,0.0,0.0,60.67,0.0,0.0,0.0,50.21
4,22,05:45,off,500.0,12.24,31.42,-29.67,-14.93,9.98,0.0,0.0,0.0,60.67,0.0,0.0,0.0,50.21
4,22,06:00,semi,450.0,11.96,39.03,-41.04,-27.99,9.54,0.0,0.0,0.0,60.67,8.02,35.09,0.0,52.3
4,22,06:15,semi,450.0,12.24,64.12,-60.8,-39.42,6.65,0.0,0.0,0.0,60.67,0.0,0.0,0.0,52.3
4,22,06:30,semi,450.0,12.08,89.22,-87.92,-65.97,3.46,0.0,0.0,0.0,60.67,8.2,85.34,0.0,57.36
4,22,06:45,semi,450.0,11.96,49.78,-113.57,-68.02,2.32,0.0,0.0,0.0,60.67,0.0,0.0,0.0,57.36
4,22,07:00,semi,450.0,12.08,71.33,-145.54,-67.25,-0.88,0.0,0.0,0.0,60.67,0.0,0.0,0.0,57.36
4,22,07:15,semi,450.0,12.8,61.54,-163.62,-67.02,-5.57,0.0,0.0,0.0,60.67,0.0,0.0,0.0,57.36
4,22,07:30,semi,450.0,14.4,93.91,-180.51,-106.94,-6.4,0.0,0.0,0.0,60.67,75.55,155.06,0.0,66.57
4,22,07:45,semi,450.0,12.4,64.8,-200.92,-122.0,-2.68,0.0,0.0,0.0,60.67,146.66,199.06,0.0,78.39
4,22,08:00,semi,450.0,12.4,76.23,-230.8,-135.67,-0.33,0.0,0.0,0.0,60.67,0.0,0.0,0.0,78.39
4,22,08:15,semi,450.0,84.52,152.18,-229.1,-62.61,174.95,0.0,0.0,0.0,60.67,0.0,0.0,0.0,78.39
4,22,08:30,semi,450.0,118.08,86.5,-238.21,68.46,374.05,16.07,0.0,15.51,59.65,0.0,0.0,31.58,76.31
4,22,08:45,semi,450.0,124.4,53.31,-246.45,54.1,261.82,71.09,0.0,0.0,59.65,21.82,0.0,49.27,73.07
4,22,09:00,semi,450.0,126.88,102.07,-249.03,172.79,382.56,0.0,0.0,24.81,58.02,0.0,0.0,24.81,71.44
4,22,09:15,semi,450.0,127.72,174.15,-256.53,122.05,304.37,0.0,0.0,0.0,58.02,0.0,0.0,0.0,71.44
4,22,09:30,semi,450.0,123.68,45.9,-259.37,81.29,338.49,77.78,0.0,0.0,58.02,168.44,90.66,0.0,76.82
4,22,09:45,semi,450.0,129.44,93.43,-260.71,117.05,343.01,0.0,0.0,36.01,55.65,83.66,47.66,0.0,79.65
4,22,10:00,semi,450.0,132.48,78.4,-262.52,86.73,277.32,54.08,0.0,0.0,55.65,107.48,53.41,0.0,82.82
4,22,10:15,semi,450.0,127.0,178.91,-263.29,118.96,374.63,0.0,0.0,0.0,55.65,0.0,33.48,0.0,84.81
4,22,10:30,semi,450.0,121.68,140.76,-266.03,99.12,254.4,32.04,51.12,0.0,58.68,68.34,87.42,0.0,90.0
4,22,10:45,semi,450.0,128.32,72.08,-263.72,73.15,332.46,56.24,0.0,0.0,58.68,56.24,0.0,0.0,90.0
4,22,11:00,off,500.0,124.84,71.6,-259.13,132.05,283.32,53.24,0.0,0.0,58.68,53.24,0.0,0.0,90.0
4,22,11:15,off,500.0,127.16,130.56,-259.31,167.89,376.36,0.0,0.0,0.0,58.68,0.0,0.0,0.0,90.0
4,22,11:30,off,500.0,123.12,132.67,-257.46,115.1,259.22,0.0,0.0,0.0,58.68,0.0,0.0,0.0,90.0
4,22,11:45,off,500.0,131.76,93.64,-253.61,137.12,384.6,38.12,0.0,0.0,58.68,38.12,0.0,0.0,90.0
4,22,12:00,off,500.0,82.8,115.12,-249.16,131.6,234.05,0.0,0.0,0.0,58.68,0.0,0.0,0.0,90.0
4,22,12:15,off,500.0,14.24,129.54,-253.16,-140.66,26.88,7.69,122.99,0.0,65.99,0.0,0.0,0.0,90.0
4,22,12:30,off,500.0,14.56,255.41,-260.61,-191.57,3.28,0.0,200.0,0.0,77.86,0.0,0.0,0.0,90.0
4,22,12:45,off,500.0,14.56,187.61,-257.3,-133.34,0.8,26.95,200.0,0.0,89.74,0.0,0.0,0.0,90.0
4,22,13:00,off,500.0,14.56,46.44,-240.71,-120.23,-4.66,0.0,4.42,0.0,90.0,0.0,0.0,0.0,90.0
4,22,13:15,off,500.0,69.4,53.04,-209.79,32.51,184.17,16.36,0.0,0.0,90.0,16.36,0.0,0.0,90.0
4,22,13:30,off,500.0,143.12,47.19,-196.19,202.04,386.29,95.93,0.0,-0.0,90.0,94.1,0.0,1.83,89.88
4,22,13:45,off,500.0,131.32,156.06,-185.44,127.89,286.55,0.0,0.0,-0.0,90.0,0.0,2.03,0.0,90.0
4,22,14:00,semi,450.0,139.96,193.32,-172.17,88.34,244.34,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0
4,22,14:15,semi,450.0,131.76,75.07,-157.61,114.22,293.83,53.26,0.0,3.42,89.77,56.69,0.0,0.0,90.0
4,22,14:30,semi,450.0,141.4,32.44,-141.34,66.58,313.91,15.96,0.0,93.0,83.66,108.96,0.0,0.0,90.0
4,22,14:45,semi,450.0,140.84,23.32,-124.92,119.16,285.8,117.52,0.0,0.0,83.66,117.52,0.0,0.0,90.0
4,22,15:00,semi,450.0,139.4,55.42,-106.16,162.79,303.73,0.0,0.0,83.98,78.13,83.98,0.0,0.0,90.0
4,22,15:15,semi,450.0,126.0,60.32,-90.29,141.71,308.42,0.0,0.0,65.68,73.81,65.68,0.0,0.0,90.0
4,22,15:30,semi,450.0,132.04,17.48,-73.38,142.92,401.34,114.56,0.0,0.0,73.81,114.56,0.0,0.0,90.0
4,22,15:45,semi,450.0,132.48,9.72,-55.15,184.22,395.99,122.76,0.0,0.0,73.81,122.76,0.0,0.0,90.0
4,22,16:00,semi,450.0,146.44,13.74,-37.19,147.24,381.82,132.7,0.0,0.0,73.81,132.7,0.0,0.0,90.0
4,22,16:15,semi,450.0,140.96,7.89,-22.14,174.59,383.14,133.07,0.0,0.0,73.81,133.07,0.0,0.0,90.0
4,22,16:30,semi,450.0,142.84,18.77,-10.15,254.53,462.98,124.07,0.0,0.0,73.81,124.07,0.0,0.0,90.0
4,22,16:45,semi,450.0,146.72,22.37,-3.23,215.4,443.86,0.0,0.0,124.35,65.63,124.35,0.0,0.0,90.0
4,22,17:00,semi,450.0,52.84,16.86,-1.09,224.05,455.9,35.98,0.0,0.0,65.63,35.98,0.0,0.0,90.0
4,22,17:15,semi,450.0,17.0,5.51,0.54,201.22,424.72,11.49,0.0,0.0,65.63,11.49,0.0,0.0,90.0
4,22,17:30,semi,450.0,16.72,3.88,4.2,225.04,447.7,12.84,0.0,0.0,65.63,12.84,0.0,0.0,90.0
4,22,17:45,semi,450.0,16.4,1.63,5.04,127.83,230.81,14.77,0.0,0.0,65.63,0.0,0.0,14.77,89.03
4,22,18:00,semi,450.0,16.4,0.0,5.55,120.61,160.18,16.4,0.0,0.0,65.63,0.0,0.0,16.4,87.95
4,22,18:15,semi,450.0,15.84,0.0,6.4,116.96,251.58,15.84,0.0,0.0,65.63,0.0,0.0,15.84,86.91
4,22,18:30,semi,450.0,15.68,0.0,7.96,89.88,315.21,15.68,0.0,0.0,65.63,1.28,0.0,14.4,85.96
4,22,18:45,semi,450.0,16.28,0.0,10.24,87.71,243.22,16.28,0.0,0.0,65.63,1.32,0.0,14.96,84.98
4,22,19:00,semi,450.0,16.12,0.0,12.87,82.59,350.39,16.12,0.0,0.0,65.63,1.0,0.0,15.12,83.98
4,22,19:15,semi,450.0,16.28,0.0,13.36,79.7,340.2,16.28,0.0,0.0,65.63,1.32,0.0,14.96,83.0
4,22,19:30,semi,450.0,16.56,0.0,11.94,89.14,333.12,16.56,0.0,0.0,65.63,1.6,0.0,14.96,82.01
4,22,19:45,semi,450.0,15.4,0.0,12.18,83.02,367.22,15.4,0.0,0.0,65.63,0.44,0.0,14.96,81.03
4,22,20:00,semi,450.0,14.56,0.0,12.45,80.44,339.14,14.56,0.0,0.0,65.63,0.0,0.0,14.56,80.07
4,22,20:15,semi,450.0,16.28,0.0,12.72,89.5,363.43,16.28,0.0,0.0,65.63,1.16,0.0,15.12,79.08
4,22,20:30,semi,450.0,14.84,0.0,12.64,79.78,333.52,14.84,0.0,0.0,65.63,0.0,0.0,14.84,78.1
4,22,20:45,semi,450.0,13.84,0.0,12.61,68.46,392.46,13.84,0.0,0.0,65.63,0.0,0.0,13.84,77.19
4,22,21:00,semi,450.0,13.68,0.0,12.36,23.48,194.36,13.68,0.0,0.0,65.63,0.0,0.0,13.68,76.29
4,22,21:15,semi,450.0,13.84,0.0,12.49,18.72,140.2,13.84,0.0,0.0,65.63,0.0,0.0,13.84,75.38
4,22,21:30,semi,450.0,13.96,0.0,12.62,15.2,130.12,13.96,0.0,0.0,65.63,0.0,0.0,13.96,74.46
4,22,21:45,semi,450.0,13.68,0.0,12.64,15.04,120.53,13.68,0.0,0.0,65.63,0.0,0.0,13.68,73.56
4,22,22:00,semi,450.0,13.68,0.0,13.27,15.06,59.2,13.68,0.0,0.0,65.63,0.0,0.0,13.68,72.66
4,22,22:15,semi,450.0,13.24,0.0,12.62,14.62,51.58,13.24,0.0,0.0,65.63,0.0,0.0,13.24,71.79
4,22,22:30,semi,450.0,12.8,0.0,11.64,13.9,29.12,12.8,0.0,0.0,65.63,0.0,0.0,12.8,70.95
4,22,22:45,semi,450.0,14.12,0.0,11.48,14.04,20.79,14.12,0.0,0.0,65.63,0.0,0.0,14.12,70.02
4,22,23:00,semi,450.0,14.4,0.0,12.64,13.98,20.43,14.4,0.0,0.0,65.63,0.56,0.0,13.84,69.11
4,22,23:15,semi,450.0,12.68,0.0,12.92,13.9,20.72,12.68,0.0,0.0,65.63,0.0,0.0,12.68,68.27
4,22,23:30,semi,450.0,12.52,0.0,11.25,13.76,20.28,12.52,0.0,0.0,65.63,0.0,0.0,12.52,67.45
4,22,23:45,semi,450.0,12.68,0.0,11.4,14.04,19.66,12.68,0.0,0.0,65.63,0.0,0.0,12.68,66.62
4,23,00:00,off,500.0,15.12,0.0,11.54,14.4,20.32,0.72,0.0,14.4,64.68,3.44,0.0,11.68,65.85
4,23,00:15,off,500.0,12.68,0.0,11.28,12.38,15.98,0.0,0.0,12.68,63.85,1.32,0.0,11.36,65.1
4,23,00:30,off,500.0,12.68,0.0,11.4,12.1,15.85,0.0,0.0,12.68,63.01,1.16,0.0,11.52,64.34
4,23,00:45,off,500.0,12.68,0.0,11.42,13.32,16.08,0.0,0.0,12.68,62.18,1.16,0.0,11.52,63.58
4,23,01:00,off,500.0,12.68,0.0,11.26,12.82,16.08,0.0,0.0,12.68,61.34,1.32,0.0,11.36,62.84
4,23,01:15,off,500.0,14.12,0.0,11.4,12.1,16.36,0.0,0.0,14.12,60.42,2.6,0.0,11.52,62.08
4,23,01:30,off,500.0,14.84,0.0,11.58,12.68,15.98,1.72,0.0,13.12,59.55,1.72,0.0,13.12,61.22
4,23,01:45,off,500.0,12.68,0.0,11.64,13.6,16.42,0.0,0.0,12.68,58.72,0.0,0.0,12.68,60.38
4,23,02:00,off,500.0,12.52,0.0,11.4,13.18,15.98,0.0,0.0,12.52,57.89,0.0,0.0,12.52,59.56
4,23,02:15,off,500.0,13.84,0.0,11.26,12.38,15.99,0.0,0.0,13.84,56.98,2.48,0.0,11.36,58.81
4,23,02:30,off,500.0,14.4,0.0,11.43,12.74,16.64,0.0,0.0,14.4,56.04,2.88,0.0,11.52,58.05
4,23,02:45,off,500.0,12.8,0.0,11.49,12.6,20.16,0.0,0.0,12.8,55.19,1.12,0.0,11.68,57.28
4,23,03:00,off,500.0,12.68,0.0,9.6,12.44,15.5,0.0,0.0,12.68,54.36,0.72,0.0,11.96,56.5
4,23,03:15,off,500.0,12.68,0.0,9.13,12.24,16.0,0.0,0.0,12.68,53.53,1.16,0.0,11.52,55.74
4,23,03:30,off,500.0,12.68,0.0,5.77,12.18,14.05,0.0,0.0,12.68,52.69,4.36,0.0,8.32,55.19
4,23,03:45,off,500.0,12.52,0.0,3.42,10.92,14.33,2.32,0.0,10.2,52.02,7.8,0.0,4.72,54.88
4,23,04:00,off,500.0,12.8,3.6,-0.11,8.76,15.45,1.04,0.0,8.16,51.48,9.08,0.0,0.12,54.87
4,23,04:15,off,500.0,12.52,4.9,-3.63,6.08,14.09,3.54,0.0,4.08,51.22,7.62,0.0,0.0,54.87
4,23,04:30,off,500.0,12.52,5.58,-8.91,3.19,14.18,6.89,0.0,0.06,51.21,6.94,0.0,0.0,54.87
4,23,04:45,off,500.0,12.4,9.25,-19.08,-1.03,14.05,3.15,0.0,0.0,51.21,3.15,0.0,0.0,54.87
4,23,05:00,off,500.0,12.52,15.16,-28.86,-5.76,14.16,0.0,0.0,0.0,51.21,0.0,0.0,0.0,54.87
4,23,05:15,off,500.0,12.68,16.05,-33.34,-11.87,13.27,0.0,0.0,0.0,51.21,0.0,0.0,0.0,54.87
4,23,05:30,off,500.0,13.24,25.98,-33.89,-13.86,12.2,0.0,0.0,0.0,51.21,0.0,0.0,0.0,54.87
4,23,05:45,off,500.0,17.12,43.32,-45.32,-19.65,10.47,0.0,0.0,0.0,51.21,0.0,0.0,0.0,54.87
4,23,06:00,semi,450.0,13.68,41.21,-64.95,-33.19,9.03,0.0,0.0,0.0,51.21,17.22,44.74,0.0,57.53
4,23,06:15,semi,450.0,12.08,29.78,-79.06,-51.71,4.58,0.0,0.0,0.0,51.21,0.0,0.0,0.0,57.53
4,23,06:30,semi,450.0,12.24,33.05,-106.37,-47.25,-0.21,0.0,0.0,0.0,51.21,67.42,88.23,0.0,62.77
4,23,06:45,semi,450.0,12.52,32.23,-130.32,-53.36,-3.65,0.0,0.0,0.0,51.21,93.2,112.91,0.0,69.47
4,23,07:00,semi,450.0,12.24,34.07,-158.0,-97.22,-3.19,0.0,0.0,0.0,51.21,111.47,133.3,0.0,77.39
4,23,07:15,semi,450.0,12.4,42.98,-164.6,-91.08,-12.44,0.0,0.0,0.0,51.21,13.67,44.24,0.0,80.01
4,23,07:30,semi,450.0,15.56,47.67,-175.37,-142.24,-17.25,0.0,8.06,0.0,51.69,136.08,168.19,0.0,90.0
4,23,07:45,semi,450.0,18.0,45.29,-202.29,-96.79,-11.9,0.0,0.0,0.0,51.69,0.0,0.0,0.0,90.0
4,23,08:00,semi,450.0,18.56,40.6,-219.96,-194.07,-4.3,0.0,0.0,0.0,51.69,0.0,0.0,0.0,90.0
4,23,08:15,semi,450.0,112.04,41.07,-162.35,-18.87,173.82,70.97,0.0,0.0,51.69,0.0,0.0,70.97,85.33
4,23,08:30,semi,450.0,222.92,48.62,-182.15,4.64,316.07,155.61,0.0,18.69,50.46,0.0,0.0,174.3,73.86
4,23,08:45,semi,450.0,257.2,47.33,-211.13,21.35,495.2,201.11,0.0,8.76,49.89,9.87,0.0,200.0,60.71
4,23,09:00,semi,450.0,330.2,71.4,-236.67,64.92,442.09,258.8,0.0,0.0,49.89,58.8,0.0,200.0,47.55
4,23,09:15,semi,450.0,286.72,125.05,-221.4,36.13,482.93,74.77,0.0,86.9,44.17,0.0,0.0,161.67,36.91
4,23,09:30,semi,450.0,309.32,195.91,-166.79,39.3,365.15,61.78,0.0,51.63,40.77,0.0,0.0,113.41,29.45
4,23,09:45,semi,450.0,258.92,127.98,-245.4,49.82,252.89,130.65,0.0,0.29,40.75,74.78,0.0,56.16,25.76
4,23,10:00,semi,450.0,297.52,124.64,-248.38,-15.52,319.37,198.51,25.64,0.0,42.27,172.88,0.0,0.0,25.76
4,23,10:15,semi,450.0,288.72,273.84,-245.18,-31.8,206.68,14.88,0.0,0.0,42.27,14.88,0.0,0.0,25.76
4,23,10:30,semi,450.0,277.04,95.54,-183.36,-22.64,162.44,210.88,29.38,0.0,44.02,181.5,0.0,-0.0,25.76
4,23,10:45,semi,450.0,238.6,87.92,-219.78,-16.06,121.0,164.68,14.0,0.0,44.85,150.68,0.0,-0.0,25.76
4,23,11:00,off,500.0,225.52,27.34,-190.66,-37.18,63.88,249.16,50.98,0.0,47.88,251.96,53.78,0.0,28.95
4,23,11:15,off,500.0,289.72,56.3,-224.21,-34.71,99.1,259.57,26.16,0.0,49.43,273.44,40.03,0.0,31.33
4,23,11:30,off,500.0,263.24,49.98,-267.52,-22.32,192.74,233.51,20.25,0.0,50.63,213.26,0.0,0.0,31.33
4,23,11:45,off,500.0,270.44,142.19,-241.79,-2.62,271.52,140.18,11.93,0.0,51.34,128.25,0.0,0.0,31.33
4,23,12:00,off,500.0,265.12,151.16,-200.77,5.51,434.73,90.66,0.0,23.29,49.81,113.96,0.0,0.0,31.33
4,23,12:15,off,500.0,23.04,208.15,-254.33,-126.79,16.86,14.89,200.0,0.0,61.68,14.89,200.0,0.0,43.2
4,23,12:30,off,500.0,21.88,180.34,-240.24,-146.67,-6.98,0.0,150.18,0.0,70.6,41.54,200.0,0.0,55.08
4,23,12:45,off,500.0,21.88,188.56,-224.8,-129.32,-3.0,0.0,152.6,0.0,79.66,33.32,200.0,0.0,66.95
4,23,13:00,off,500.0,34.56,203.32,-218.45,-150.28,-3.4,5.38,174.14,0.0,90.0,31.24,200.0,0.0,78.83
4,23,13:15,off,500.0,216.16,41.0,-114.06,-34.85,206.8,175.16,0.0,-0.0,90.0,232.82,57.67,0.0,82.25
4,23,13:30,off,500.0,211.84,94.18,-165.25,21.69,236.89,117.66,0.0,0.0,90.0,248.19,130.53,0.0,90.0
4,23,13:45,off,500.0,238.88,131.17,-139.03,103.55,317.24,107.71,0.0,0.0,90.0,107.71,0.0,0.0,90.0
4,23,14:00,semi,450.0,236.72,210.73,-168.7,92.97,361.9,0.0,0.0,25.99,88.29,0.0,0.0,25.99,88.29
4,23,14:15,semi,450.0,263.96,102.82,-154.49,107.88,314.49,161.14,0.0,0.0,88.29,0.0,0.0,161.14,77.69
4,23,14:30,semi,450.0,245.08,181.97,-116.2,94.0,400.16,63.11,0.0,0.0,88.29,63.11,0.0,0.0,77.69
4,23,14:45,semi,450.0,205.2,70.79,-95.3,118.65,404.74,134.41,0.0,0.0,88.29,0.0,0.0,134.41,68.85
4,23,15:00,semi,450.0,198.16,75.62,-108.32,134.18,381.17,122.54,0.0,0.0,88.29,122.54,0.0,0.0,68.85
4,23,15:15,semi,450.0,238.88,32.57,-91.38,186.39,445.48,206.31,0.0,0.0,88.29,206.31,0.0,0.0,68.85
4,23,15:30,semi,450.0,244.96,49.91,-47.91,175.45,453.11,0.0,0.0,195.05,75.46,194.61,0.0,0.44,68.82
4,23,15:45,semi,450.0,187.2,33.93,-50.19,157.74,417.42,153.27,0.0,0.0,75.46,153.27,0.0,0.0,68.82
4,23,16:00,semi,450.0,216.88,52.9,-31.64,153.94,398.12,163.98,0.0,0.0,75.46,163.98,0.0,0.0,68.82
4,23,16:15,semi,450.0,225.08,16.05,-21.76,188.83,403.6,209.03,0.0,0.0,75.46,209.03,0.0,0.0,68.82
